"id" "time" "response"
"126" 5952 2673 12.3700139106489
"127" 5952 2865 -21.0428723208381
"128" 5952 3186 -41.2692249213135
"129" 2761 -48 97.1841798443448
"130" 2761 0 99.8819359414388
"131" 2761 192 105.362688374741
"132" 2761 295 98.3065339988732
"133" 2761 307 94.319447376018
"134" 2761 374 101.252901479121
"135" 2761 569 96.5690557361212
"136" 2761 640 101.822060914863
"137" 2761 686 98.8021681394513
"138" 2761 699 97.3446937972315
"139" 2761 855 103.28761663808
"140" 2761 1081 96.9383731388758
"141" 2761 1089 96.6001374109937
"142" 2761 1185 105.029468117178
"143" 2761 1265 102.3429659401
"144" 2761 1429 102.655755947174
"145" 2761 1483 103.993234168588
"146" 2761 1563 97.5363839944606
"147" 2761 1677 102.05840681464
"148" 2761 1696 103.935744642201
"149" 2761 1780 96.0421611490542
"150" 2761 1794 97.2277740686856
"151" 2761 1805 98.7644268403149
"152" 2761 2077 105.947421211199
"153" 2761 2099 111.131298355699
"154" 2761 2388 96.9779370202521
"155" 2761 2458 101.427180087312
"156" 2761 2541 101.176416436881
"157" 2761 2595 101.513349347297
"158" 2095 -23 70.9782952906003
"159" 2095 0 75.4599291196272
"160" 2095 390 89.4656619938232
"161" 2095 601 95.7746715217854
"162" 2095 630 94.7523951426493
"163" 2095 732 98.3616414453847
"164" 2095 784 104.750159285381
"165" 2095 806 93.8215953705067
"166" 2095 810 103.344404535644
"167" 2095 1139 98.3710776865781
"168" 2095 1184 104.691201149613
"169" 2095 1206 103.632424478703
"170" 2095 1335 97.2312658281212
"171" 2095 1337 90.7974131106279
"172" 2095 1585 82.3536812260065
"173" 2095 1592 89.0256897015486
"174" 2095 1594 78.2492629910554
"175" 2095 1685 77.7990935622405
"176" 2095 1882 67.3523960701025
"177" 2095 1946 62.050416355656
"178" 2095 1981 63.3783114889875
"179" 2095 2097 45.3636517051576
"180" 2095 2234 40.9729062904643
"181" 2095 2290 48.3667238407638
"182" 2095 2396 27.4636496192758
"183" 2095 2508 23.7990378484304
"184" 2095 2595 22.8524816660065
"185" 2095 2719 0.594286183202731
"186" 2095 2727 5.07721546244183
"187" 2095 2787 -7.92624159477194
"188" 2095 2833 -7.77995478379122
"189" 2095 2877 -16.0522979340835
"190" 2095 2950 -19.1910889932693
"191" 3881 -36 98.8096710960468
"192" 3881 -3 98.8394762566938
"193" 3881 0 97.0089128865104
"194" 3881 4 98.6012800209104
"195" 3881 118 101.106959461779
"196" 3881 187 99.7995983527779
"197" 3881 194 108.485007286257
"198" 3881 406 98.4698337647167
"199" 3881 436 95.5810837945192
"200" 3881 455 103.685600094722
"201" 3881 481 104.13692835967
"202" 3881 620 96.7955854037242
"203" 3881 645 102.648408267409
"204" 3881 810 98.0754055948505
"205" 3881 819 89.5407831407643
"206" 3881 1134 103.232456969048
"207" 3881 1281 101.860874939316
"208" 3881 1283 106.00103673261
"209" 3881 1308 88.9381943601989
"210" 3881 1395 109.438805112511
"211" 3881 1478 100.581231731662
"212" 3881 1567 104.215190669375
"213" 3881 1641 98.5939336740387
"214" 3881 1722 107.408788952204
"215" 3881 1804 95.3204216392257
"216" 3881 1846 96.496065808248
"217" 2066 -11 95.4103809514719
"218" 2066 0 105.608935944468
"219" 2066 34 102.362723732878
"220" 2066 75 88.3435528656406
"221" 2066 91 102.091896263518
"222" 2066 101 101.765866137963
"223" 2066 157 100.133358602218
"224" 2066 322 97.2783924547555
"225" 2066 358 96.4881700571379
"226" 2066 417 104.974757235704
"227" 2066 458 99.606497534977
"228" 2066 491 101.405377429865
"229" 2066 495 92.2129282787788
"230" 2066 550 104.537865937527
"231" 2066 648 95.8616709493763
"232" 2066 723 94.9376694553394
"233" 2066 945 103.658467341709
"234" 2066 1013 98.1168064765259
"235" 2066 1049 98.9678245675711
"236" 2066 1066 103.027272253123
"237" 2066 1086 103.200495924128
"238" 2066 1137 95.3237531338458
"239" 2066 1137 102.713552754241
"240" 2066 1276 98.0488117823239
"241" 2066 1389 100.513200891707
"242" 2066 1405 99.041558384289
"243" 2066 1655 97.5519389817408
"244" 2066 1723 91.8055729064311
"245" 2066 1780 96.6517921203532
"246" 2066 1861 108.409660272254
"247" 2066 1992 106.222502721929
"248" 2066 2063 101.231336155717
"249" 2066 2152 104.594626892064
"250" 4944 -33 101.863533052695
"251" 4944 -25 99.8547144303057
"252" 4944 0 96.3892071916389
"253" 4944 33 105.610284415501
"254" 4944 51 99.2695241488271
"255" 4944 91 108.537756514822
"256" 4944 109 100.91238034778
"257" 4944 127 90.6830692842744
"258" 4944 189 96.4817433143061
"259" 4944 238 100.926793842163
"260" 4944 259 97.5834610393565
"261" 4944 332 101.886656164181
"262" 4944 384 106.515769307995
"263" 4944 401 107.939449327081
"264" 4944 439 95.0959676528114
"265" 4944 451 97.2286352959546
"266" 4944 496 104.802117259556
"267" 4944 518 103.814250358599
"268" 4944 534 106.634747925055
"269" 4944 590 100.846075192321
"270" 4944 719 97.7453715509679
"271" 4944 741 98.4935054150727
"272" 4944 852 99.841260778754
"273" 4944 876 106.328662863579
"274" 4944 882 92.5824340121315
"275" 4944 895 109.986637266111
"276" 4944 932 90.9555003673403
"277" 4944 1121 98.3262976105685
"278" 4944 1132 101.023019882242
"279" 4944 1367 99.4616309817365
"280" 4944 1421 102.087012261893
"281" 4944 1483 92.544072422296
"282" 4944 1581 94.4694233401465
"283" 4944 1660 103.707592435207
"284" 3065 -27 89.9729563176284
"285" 3065 -27 105.981272673306
"286" 3065 0 96.5753059489184
"287" 3065 6 96.6027127929509
"288" 3065 131 93.4330827381525
"289" 3065 186 102.203287209158
"290" 3065 220 100.752409204437
"291" 3065 436 103.089651398512
"292" 3065 578 94.8814838756341
"293" 3065 612 103.662379603775
"294" 3065 771 97.171808001213
"295" 3065 817 94.1110867657985
"296" 3065 914 99.4647005965703
"297" 3065 965 109.991555223388
"298" 3065 1076 92.5649437978197
"299" 3065 1134 97.6345573692467
"300" 3065 1264 98.4471670010926
"301" 3065 1265 103.902691299024
"302" 3065 1281 99.8671378242873
"303" 3065 1452 97.2984746538647
"304" 3065 1518 102.079060212982
"305" 3065 2528 94.8542696496041
"306" 3065 2696 101.188053115729
"307" 3065 2874 108.220257333597
"308" 5555 -38 97.989278039598
"309" 5555 -34 101.435896847848
"310" 5555 0 87.6492308039861
"311" 5555 16 101.520626165305
"312" 5555 110 103.057981961779
"313" 5555 257 110.551269877693
"314" 5555 284 98.2955667347923
"315" 5555 396 103.099586356354
"316" 5555 410 102.556977295905
"317" 5555 415 96.6820807822897
"318" 5555 427 103.594934682836
"319" 5555 468 100.874416081438
"320" 5555 480 97.977941583272
"321" 5555 612 99.0868108818125
"322" 5555 698 89.3402889216478
"323" 5555 839 106.913223498314
"324" 5555 879 102.646051692731
"325" 5555 888 111.115343156414
"326" 5555 1016 100.379739147707
"327" 5555 1084 92.5618691778351
"328" 5555 1088 100.102783313595
"329" 5555 1213 99.038440106879
"330" 5555 1263 97.9938535119389
"331" 5555 1269 89.6974064254143
"332" 5555 1327 103.656169921852
"333" 5555 1570 110.458791861428
"334" 5555 1889 102.200202150509
"335" 5555 2085 100.191860490512
"336" 5555 2163 103.10756109332
"337" 5555 2228 98.4532046092056
"338" 5555 2387 106.180432913618
"339" 5555 2451 96.4013081363399
"340" 5555 2532 103.243253669369
"341" 2585 -35 98.9834098014916
"342" 2585 -53 105.858616361401
"343" 2585 0 97.524473664876
"344" 2585 26 98.1518577280226
"345" 2585 105 95.675423673381
"346" 2585 233 99.0778356767824
"347" 2585 548 96.2294327440917
"348" 2585 807 100.932206533912
"349" 2585 1183 99.41546278843
"350" 2585 1478 99.7391805650145
"351" 2585 1528 101.919991389549
"352" 2585 1536 99.4200012199475
"353" 2585 1631 100.364832456903
"354" 2585 1658 104.764031568199
"355" 2585 1744 98.9365310004128
"356" 2585 1870 102.802190653532
"357" 2585 1972 105.172077049123
"358" 2585 2033 94.4759680555015
"359" 2585 2050 97.2586204713232
"360" 2585 2077 89.2155918238186
"361" 2585 2160 97.44775993876
"362" 2585 2373 107.976438656241
"363" 2585 2819 102.113762182309
"364" 2585 3014 103.480943043384
"365" 2585 3052 104.995975924228
"366" 2585 3228 100.779992110121
"367" 2585 3615 106.844981215539
"368" 3684 -36 63.8337654408776
"369" 3684 0 68.0989865903313
"370" 3684 75 77.1851840223152
"371" 3684 131 75.799011723301
"372" 3684 153 78.6805726585742
"373" 3684 257 89.6743746198226
"374" 3684 448 87.5448239575366
"375" 3684 466 77.5523158885602
"376" 3684 486 101.992389299304
"377" 3684 581 101.990323360408
"378" 3684 664 100.848354521226
"379" 3684 724 105.033018415727
"380" 3684 810 98.9887884846391
"381" 3684 864 103.044371300979
"382" 3684 917 96.8886156486062
"383" 3684 923 102.077130217581
"384" 3684 934 90.9225959093566
"385" 3684 980 102.826675712929
"386" 3684 1145 94.5629910388912
"387" 3684 1206 108.883070719907
"388" 3684 1209 95.4785159144586
"389" 3684 1320 99.5000666181474
"390" 3684 1415 92.6266117017402
"391" 3684 1492 92.6380955798732
"392" 3684 1505 87.5262869987015
"393" 3684 1564 81.1327966827789
"394" 3684 1689 72.4856803825234
"395" 3684 1706 81.9812728328612
"396" 3684 1714 72.5901736244457
"397" 3684 1779 76.1069138037011
"398" 673 -16 94.945182997225
"399" 673 0 98.9250515303605
"400" 673 17 101.298875374785
"401" 673 19 87.3523459393413
"402" 673 154 99.9297072996122
"403" 673 168 97.1381456909732
"404" 673 511 82.9669200220925
"405" 673 533 82.2594532741664
"406" 673 592 85.1789970373874
"407" 673 666 83.9330306598253
"408" 673 854 64.1910417747229
"409" 673 945 77.003512416164
"410" 673 961 70.9123754766009
"411" 673 1062 65.0246625336937
"412" 673 1172 70.6342338054087
"413" 673 1250 57.8978311969376
"414" 673 1598 62.0523089615187
"415" 673 1671 59.1800239866564
"416" 673 1753 72.7897920250954
"417" 673 1777 49.4548627291003
"418" 673 1877 66.8105261779575
"419" 673 1898 50.1919227095076
"420" 673 2052 56.1369191904357
"421" 673 2084 63.9750406563124
"422" 673 2166 52.6096460546664
"423" 673 2384 53.9880655354181
"424" 673 2447 60.7767516148814
"425" 673 2574 48.526559454304
"426" 673 2813 41.3026409937916
"427" 673 2898 53.4516264660448
"428" 2662 -30 100.562623900735
"429" 2662 0 93.1676498884917
"430" 2662 1 106.329078583051
"431" 2662 23 90.8455504126799
"432" 2662 66 107.672940703794
"433" 2662 93 93.8959354955513
"434" 2662 97 95.9521168672593
"435" 2662 97 102.239174248995
"436" 2662 268 92.2399128514548
"437" 2662 386 86.7628252395364
"438" 2662 413 91.1101814863008
"439" 2662 441 88.1234102672076
"440" 2662 466 84.9993262252285
"441" 2662 544 66.7752626444407
"442" 2662 544 85.6880487354269
"443" 2662 623 77.2582501456712
"444" 2662 728 68.9188676466725
"445" 2662 729 76.5188328126236
"446" 2662 839 69.9714357201779
"447" 2662 854 73.556376744314
"448" 2662 901 78.6293299380263
"449" 2662 946 73.4388438468985
"450" 2662 1009 67.6050021518924
"451" 2662 1017 71.8093812987592
"452" 2662 1092 67.0505077374249
"453" 2662 1211 65.5487378197377
"454" 2662 1349 68.6877501431389
"455" 2662 1360 56.1147414174666
"456" 2662 1492 74.36445950388
"457" 2662 1585 51.8501655368246
"458" 2662 1710 67.5194937726601
"459" 2662 1720 68.7849630906252
"460" 2662 1777 54.3928501135606
"461" 2662 1787 59.6431061395371
"462" 2662 1802 55.9675493088101
"463" 2662 1826 60.2483216200503
"464" 2662 1828 62.2121473647885
"465" 2662 1890 59.209759001406
"466" 2662 1950 58.1117047629356
"467" 2662 2045 48.944322141694
"468" 2662 2247 61.736745397206
"469" 5095 -24 101.131442989865
"470" 5095 0 101.61743050741
"471" 5095 23 90.0035115445224
"472" 5095 101 89.8951960518399
"473" 5095 111 96.5929315198094
"474" 5095 157 97.0761583567385
"475" 5095 247 92.4254770777228
"476" 5095 279 89.7244000415365
"477" 5095 325 90.3767367547517
"478" 5095 438 95.1830162282235
"479" 5095 620 83.9438581988836
"480" 5095 700 88.5929593196853
"481" 5095 948 67.158663632849
"482" 5095 1012 69.7500658398143
"483" 5095 1469 60.0648139855954
"484" 5095 1497 59.1717736838334
"485" 5095 1597 62.2488651201764
"486" 5095 1736 53.4261689685307
"487" 5095 1738 64.5690094814026
"488" 5095 1771 55.2033675442408
"489" 5095 1803 54.5946696148568
"490" 5095 1948 51.2993754727084
"491" 5095 1998 53.7283352198334
"492" 5095 2090 51.8251482645367
"493" 208 -37 62.9102169378882
"494" 208 0 69.379384155995
"495" 208 95 81.4464811853723
"496" 208 252 88.9895283640369
"497" 208 256 78.1506352945778
"498" 208 270 78.1647423285934
"499" 208 468 87.1336130465055
"500" 208 521 95.2047123224424
"501" 208 576 87.6698125531477
"502" 208 602 92.2247332400323
"503" 208 635 101.190649228797
"504" 208 1015 111.99732977417
"505" 208 1336 90.1789467743252
"506" 208 1484 91.8481327701449
"507" 208 1743 83.5423307313328
"508" 208 1743 81.8552351473158
"509" 208 1779 73.6084495687337
"510" 208 1805 73.2664999489342
"511" 208 1971 63.9714278079504
"512" 208 2112 52.282510312928
"513" 208 2192 46.9794003448863
"514" 208 2256 42.1991294112528
"515" 208 2363 25.4033391311309
"516" 208 2421 31.3985833457465
"517" 923 -14 69.3261763302274
"518" 923 -10 76.7645639139968
"519" 923 0 72.1619679187176
"520" 923 78 73.8995376095154
"521" 923 83 75.3361920538255
"522" 923 214 80.5221697989194
"523" 923 243 82.5482929803222
"524" 923 308 81.518297133891
"525" 923 314 96.6568196890191
"526" 923 335 81.3424089257334
"527" 923 373 89.273682801943
"528" 923 542 96.0637038543477
"529" 923 547 89.7242359695198
"530" 923 576 97.6175612134271
"531" 923 597 94.3016171217211
"532" 923 602 91.5523565747047
"533" 923 666 98.905099843845
"534" 923 872 96.9560215815451
"535" 923 873 101.834786014841
"536" 923 873 102.816028892884
"537" 923 892 100.604589039524
"538" 923 968 98.6200908572708
"539" 923 994 103.430262965242
"540" 923 1029 100.559785634295
"541" 923 1040 101.250785468691
"542" 923 1070 99.0213317884419
"543" 923 1077 92.7348410019787
"544" 923 1124 99.4138490163278
"545" 923 1174 91.8246858148354
"546" 923 1187 97.8573740215022
"547" 923 1207 90.8840882595193
"548" 923 1408 84.5648475132198
"549" 923 1440 82.2491859175429
"550" 923 1451 90.2493618046569
"551" 923 1510 95.5233853589805
"552" 923 1576 84.8188835018088
"553" 923 1647 90.2272719324957
"554" 956 -21 66.0466169225273
"555" 956 -32 74.2390183788662
"556" 956 -22 76.5224971448886
"557" 956 0 74.4971128148262
"558" 956 19 77.6399233858283
"559" 956 202 75.9607171369904
"560" 956 379 86.3531680201808
"561" 956 412 85.2876703524259
"562" 956 559 102.277140146271
"563" 956 710 101.963699106784
"564" 956 829 96.231494144605
"565" 956 888 100.040887861543
"566" 956 917 106.661784911027
"567" 956 940 103.976357983736
"568" 956 1119 95.2447833850697
"569" 956 1263 102.695763231638
"570" 956 1352 91.4065029118475
"571" 956 1710 72.0343899124306
"572" 956 1801 77.2521045172073
"573" 956 1807 73.9189639450279
"574" 956 2107 54.5277827741802
"575" 956 2139 47.5462601729694
"576" 956 2421 26.2481547938853
"577" 956 2529 18.4798509354588
"578" 956 2796 -16.9305649654932
"579" 956 3288 -46.8613954172534
"580" 956 3418 -51.0185037549032
"581" 5316 -33 103.094687463307
"582" 5316 0 97.4946139098298
"583" 5316 66 96.3259118092507
"584" 5316 288 106.190049217982
"585" 5316 425 102.914630478765
"586" 5316 498 95.0856702348971
"587" 5316 623 98.8468330067454
"588" 5316 665 109.697692049529
"589" 5316 675 104.888969056966
"590" 5316 690 101.958829632791
"591" 5316 723 103.862902217761
"592" 5316 733 92.4867680503792
"593" 5316 810 107.04091930053
"594" 5316 832 98.3530804529114
"595" 5316 889 95.6205668528038
"596" 5316 1008 105.294485102748
"597" 5316 1097 100.124542277832
"598" 5316 1240 102.128320180607
"599" 5316 1280 105.710283279835
"600" 5316 1306 93.8296022517768
"601" 5316 1543 102.195719558778
"602" 5316 1670 100.008987684188
"603" 5316 1671 90.2225122789125
"604" 5316 1806 95.4051447090294
"605" 5316 1821 87.8282895608892
"606" 5316 1884 103.050543288421
"607" 5316 1923 87.2207547708296
"608" 45 -44 71.5412528867634
"609" 45 -13 60.6598331182834
"610" 45 0 76.8393563730321
"611" 45 105 79.6577686192291
"612" 45 143 79.1357573076758
"613" 45 158 84.1210318165925
"614" 45 173 87.6304581218963
"615" 45 225 85.0190414067639
"616" 45 294 90.389143302265
"617" 45 364 98.2430719900465
"618" 45 478 83.4331186249813
"619" 45 493 92.3280194226243
"620" 45 500 90.6743067041944
"621" 45 557 88.3239226365216
"622" 45 608 83.9871833062865
"623" 45 680 97.5612985769345
"624" 45 782 100.542289841134
"625" 45 878 105.944095941414
"626" 45 890 103.583996049099
"627" 45 1018 107.24608860549
"628" 45 1061 101.485808934426
"629" 45 1092 96.3447827996783
"630" 45 1113 91.1937945553654
"631" 45 1120 89.2419551148683
"632" 45 1204 90.3564921114454
"633" 5567 -28 75.4425813218791
"634" 5567 -17 66.0500326002873
"635" 5567 -10 74.2789535842016
"636" 5567 0 68.2842312280747
"637" 5567 7 73.995141580337
"638" 5567 35 78.4764806845216
"639" 5567 271 85.3518391871173
"640" 5567 292 88.5033299948488
"641" 5567 395 93.6878448966779
"642" 5567 462 91.9149699907431
"643" 5567 474 95.4248972938846
"644" 5567 492 94.6484200268244
"645" 5567 537 102.016812152604
"646" 5567 755 88.7029339120383
"647" 5567 777 88.4074368016183
"648" 5567 937 94.3678243081121
"649" 5567 985 100.643584706644
"650" 5567 1148 94.9047828105716
"651" 5567 1232 90.2639147077417
"652" 5567 1244 98.6816432631946
"653" 5567 1260 82.7032462492097
"654" 5567 1360 86.7941509114615
"655" 5567 1362 98.2829058378702
"656" 5567 1440 89.9627245277186
"657" 5934 -12 63.8829776487332
"658" 5934 0 73.1120205372665
"659" 5934 26 70.2091431477779
"660" 5934 264 91.4791927984604
"661" 5934 285 83.2359251392754
"662" 5934 329 91.9314384599136
"663" 5934 363 85.4158761910786
"664" 5934 386 83.5696969910676
"665" 5934 410 92.9023158323934
"666" 5934 520 97.2042236799976
"667" 5934 686 95.8978795968725
"668" 5934 1163 101.004947981045
"669" 5934 1320 97.6790998665347
"670" 5934 1365 91.9352357759062
"671" 5934 1738 74.7256538671613
"672" 5934 1871 57.3206692212634
"673" 5934 1887 67.1682773733661
"674" 5934 1988 57.8123780101619
"675" 5934 2674 4.57943504712877
"676" 5934 2866 -14.4888067946635
"677" 5934 2886 -11.6298236590812
"678" 5934 3091 -31.8808907837976
"679" 5934 3138 -39.1283576870895
"680" 4497 -13 106.815304151374
"681" 4497 0 103.049678715812
"682" 4497 29 96.4695833816102
"683" 4497 908 102.550291807676
"684" 4497 1406 94.1095523450979
"685" 4497 1529 102.508488536692
"686" 4497 1677 105.027694113584
"687" 4497 1702 100.353029112863
"688" 4497 2006 91.5633037163718
"689" 4497 2105 99.4074672748721
"690" 4497 2242 97.6672634731739
"691" 4497 2344 103.59769256994
"692" 4497 2451 104.090219014541
"693" 4497 2681 94.5289277392738
"694" 4497 2697 97.7591401816846
"695" 4497 2750 102.640782420245
"696" 467 -21 103.630143283587
"697" 467 -34 98.1216319911523
"698" 467 0 102.257092434278
"699" 467 76 101.341298237032
"700" 467 275 86.2694866969352
"701" 467 751 94.7061292056074
"702" 467 852 89.7183133392707
"703" 467 932 100.948365727577
"704" 467 986 109.196974368559
"705" 467 989 97.0768692573262
"706" 467 1030 97.5867196485391
"707" 467 1083 100.951387493804
"708" 467 1249 92.5274854770197
"709" 467 1627 106.938623877338
"710" 467 1799 94.4314421723801
"711" 467 1970 96.5245218359187
"712" 467 2012 104.275072082162
"713" 467 2058 94.6966636886382
"714" 467 2150 104.838713390416
"715" 467 2278 95.0536540233533
"716" 467 2320 100.168470271187
"717" 467 2396 91.6353649833086
"718" 467 2445 101.902932675314
"719" 467 2529 103.468864249454
"720" 467 2590 101.145195580478
"721" 467 2655 94.9284387832627
"722" 3397 -37 104.645079419638
"723" 3397 -34 89.179291481146
"724" 3397 0 104.533706565713
"725" 3397 4 110.713238038812
"726" 3397 29 94.804670158054
"727" 3397 144 94.5578031434055
"728" 3397 270 87.4732952956003
"729" 3397 279 96.2824979875292
"730" 3397 310 94.7675117398904
"731" 3397 372 85.2239490260747
"732" 3397 448 87.1399455400343
"733" 3397 548 88.1232811107484
"734" 3397 591 86.6478891394091
"735" 3397 628 74.9706124549008
"736" 3397 633 77.6356750186675
"737" 3397 783 77.4812623153465
"738" 3397 791 76.2633092486309
"739" 3397 834 69.3033668172467
"740" 3397 857 68.6497194710462
"741" 3397 937 71.815087234183
"742" 3397 1042 76.5202041666309
"743" 3397 1183 58.455586921865
"744" 3397 1216 70.5102882397094
"745" 3397 1287 55.8662431878015
"746" 3397 1387 62.4703064302127
"747" 2150 -40 97.297237991783
"748" 2150 0 98.8639200247522
"749" 2150 54 99.7124717177856
"750" 2150 107 95.4273094369479
"751" 2150 247 87.0708594920266
"752" 2150 253 95.9862004679274
"753" 2150 317 84.4421699362347
"754" 2150 400 88.5675274614079
"755" 2150 507 80.5769995918538
"756" 2150 563 81.4362968612746
"757" 2150 608 80.8772035577572
"758" 2150 663 80.200581563309
"759" 2150 826 75.4362455549288
"760" 2150 998 62.5321727074616
"761" 2150 1135 72.3181888754362
"762" 2150 1253 63.6255130670887
"763" 2150 1271 58.1549225506031
"764" 2150 1323 56.0906759209096
"765" 2150 1393 66.6578188327575
"766" 2150 1410 55.2957155490553
"767" 2150 1485 67.9278277343075
"768" 2150 1518 58.6157691156098
"769" 2150 1556 54.4279700071087
"770" 2150 1579 61.5649403480437
"771" 2150 1648 58.2247938859886
"772" 2150 1724 57.6948037337792
"773" 2150 1834 59.3236144486927
"774" 3922 -32 105.85002926114
"775" 3922 0 102.616164058995
"776" 3922 218 86.8609234676955
"777" 3922 254 89.6680230233297
"778" 3922 365 89.8306192618248
"779" 3922 400 86.6344470100213
"780" 3922 548 85.754330607296
"781" 3922 756 74.3515770238744
"782" 3922 797 74.5942160842516
"783" 3922 887 70.5321535852409
"784" 3922 896 71.434978657189
"785" 3922 986 71.4873768145803
"786" 3922 1090 67.9300765214121
"787" 3922 1185 65.4608431914754
"788" 3922 1350 64.5930426791589
"789" 3922 1648 57.791125501825
"790" 3922 1928 49.3036142816986
"791" 3922 1980 51.4933433324116
"792" 3922 2261 57.9373367216961
"793" 3922 2340 53.0603181494357
"794" 5703 -30 65.9149725289735
"795" 5703 0 70.1301629505546
"796" 5703 70 78.6041009436255
"797" 5703 113 79.5653059567529
"798" 5703 224 76.2874148406909
"799" 5703 259 87.8875332855153
"800" 5703 358 92.3092273532353
"801" 5703 439 86.5775452150652
"802" 5703 490 93.5765138855956
"803" 5703 583 100.501668351465
"804" 5703 630 97.918595805031
"805" 5703 689 97.6480461358015
"806" 5703 709 98.2754300742583
"807" 5703 756 104.351855055346
"808" 5703 847 99.0322413993712
"809" 5703 879 92.1957583088801
"810" 5703 945 97.9520863609209
"811" 5703 1000 99.3361373649517
"812" 5703 1005 93.4171424435604
"813" 5703 1011 110.807022870633
"814" 5703 1026 106.025490095322
"815" 5703 1054 101.923514893703
"816" 5703 1081 106.76421733631
"817" 5703 1135 108.892232717268
"818" 5703 1220 103.170458201407
"819" 5703 1230 93.9004035550778
"820" 5703 1365 87.7062348263167
"821" 5703 1368 85.9168861617607
